ID,Channel,StartTime,EndTime
id_6,channel_21,2001-12-17T07:57:15.558Z,2001-12-17T10:55:45.558Z
id_6,channel_29,2001-12-17T08:00:15.558Z,2001-12-17T10:27:15.558Z
id_7,channel_14,2002-07-20T17:27:15.534Z,2002-07-20T20:37:45.534Z
id_7,channel_21,2002-07-20T17:27:15.534Z,2002-07-20T20:37:45.534Z
id_7,channel_29,2002-07-20T17:28:45.534Z,2002-07-20T20:37:45.534Z
id_8,channel_14,2003-01-12T15:00:15.513Z,2003-01-12T20:27:15.513Z
id_8,channel_21,2003-01-12T14:58:45.513Z,2003-01-12T19:10:45.513Z
id_8,channel_29,2003-01-12T15:00:15.513Z,2003-01-12T19:27:15.513Z
id_9,channel_14,2003-02-12T07:04:45.510Z,2003-02-12T08:06:15.510Z
id_9,channel_21,2003-02-12T07:03:15.510Z,2003-02-12T08:04:45.510Z
id_9,channel_29,2003-02-12T07:00:15.510Z,2003-02-12T07:54:15.510Z
id_10,channel_12,2005-03-31T08:19:00.414Z,2005-04-01T05:35:57.414Z
id_10,channel_13,2005-03-31T08:19:00.414Z,2005-04-01T05:17:57.414Z
id_10,channel_16,2005-03-31T14:49:00.414Z,2005-04-09T14:53:57.414Z
id_10,channel_17,2005-03-31T08:19:00.414Z,2005-04-01T06:59:57.414Z
id_10,channel_18,2005-03-31T08:19:00.414Z,2005-04-01T06:59:57.414Z
id_10,channel_19,2005-03-31T08:19:00.414Z,2005-04-01T05:35:57.414Z
id_10,channel_20,2005-03-31T08:19:00.414Z,2005-04-01T05:29:57.414Z
id_10,channel_24,2005-03-31T16:01:00.414Z,2005-04-08T18:52:27.414Z
id_10,channel_25,2005-03-31T08:19:00.414Z,2005-04-01T05:59:57.414Z
id_10,channel_26,2005-03-31T08:19:00.414Z,2005-04-01T05:35:57.414Z
id_10,channel_27,2005-03-31T08:19:00.414Z,2005-04-01T05:41:57.414Z
id_10,channel_28,2005-03-31T08:19:00.414Z,2005-04-01T06:11:57.414Z
id_10,channel_32,2005-03-31T15:13:00.414Z,2005-04-09T15:05:57.414Z
id_10,channel_33,2005-03-31T16:07:00.414Z,2005-04-09T07:22:27.414Z
id_10,channel_34,2005-03-31T08:19:00.414Z,2005-04-01T05:35:57.414Z
id_10,channel_35,2005-03-31T08:19:00.414Z,2005-04-01T05:17:57.414Z
id_10,channel_36,2005-03-31T08:19:00.414Z,2005-04-01T05:35:57.414Z
id_10,channel_37,2005-03-31T08:19:00.414Z,2005-04-01T05:29:57.414Z
id_10,channel_40,2005-03-31T13:49:00.414Z,2005-04-09T08:34:27.414Z
id_10,channel_41,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_42,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_43,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_44,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_45,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_46,2005-03-31T08:15:25.131Z,2005-04-01T04:30:07.131Z
id_10,channel_47,2005-03-31T08:19:10.131Z,2005-04-04T00:00:00.000Z
id_10,channel_48,2005-03-31T08:19:10.131Z,2005-04-04T00:00:00.000Z
id_10,channel_49,2005-03-31T08:19:10.131Z,2005-04-04T00:00:00.000Z
id_10,channel_50,2005-03-31T08:18:22.509Z,2005-04-04T00:00:00.000Z
id_10,channel_51,2005-03-31T08:18:22.509Z,2005-04-04T00:00:00.000Z
id_10,channel_52,2005-03-31T08:18:22.509Z,2005-04-04T00:00:00.000Z
id_10,channel_70,2005-03-31T08:15:14.241Z,2005-04-01T07:05:56.241Z
id_10,channel_71,2005-03-31T08:14:58.125Z,2005-04-01T07:05:40.125Z
id_10,channel_72,2005-03-31T08:15:12.000Z,2005-04-01T07:05:54.000Z
id_10,channel_73,2005-03-31T08:15:25.872Z,2005-04-01T07:06:07.875Z
id_10,channel_74,2005-03-31T08:15:09.750Z,2005-04-01T07:05:51.750Z
id_10,channel_75,2005-03-31T08:15:23.625Z,2005-04-01T07:06:05.625Z
id_10,channel_76,2005-03-31T08:15:07.500Z,2005-04-01T07:05:49.500Z
id_11,channel_12,2012-04-20T23:00:00.042Z,2012-04-21T10:27:00.042Z
id_11,channel_13,2012-04-20T23:39:00.042Z,2012-04-21T08:39:00.042Z
id_11,channel_17,2012-04-20T22:21:00.042Z,2012-04-21T10:12:00.042Z
id_11,channel_18,2012-04-20T23:00:00.042Z,2012-04-21T10:27:00.042Z
id_11,channel_19,2012-04-20T23:42:00.042Z,2012-04-21T09:21:00.042Z
id_11,channel_20,2012-04-20T23:30:00.042Z,2012-04-21T09:45:00.042Z
id_11,channel_25,2012-04-20T23:33:00.042Z,2012-04-21T08:57:00.042Z
id_11,channel_26,2012-04-20T22:09:00.042Z,2012-04-21T10:27:00.042Z
id_11,channel_27,2012-04-20T23:18:00.042Z,2012-04-21T09:48:00.042Z
id_11,channel_27,2012-04-21T10:18:00.042Z,2012-04-21T10:18:00.042Z
id_11,channel_28,2012-04-20T23:21:00.042Z,2012-04-21T09:57:00.042Z
id_11,channel_34,2012-04-20T23:00:00.042Z,2012-04-21T09:21:00.042Z
id_11,channel_35,2012-04-20T23:00:00.042Z,2012-04-21T09:03:00.042Z
id_11,channel_36,2012-04-20T23:00:00.042Z,2012-04-21T09:09:00.042Z
id_11,channel_37,2012-04-20T23:00:00.042Z,2012-04-21T09:21:00.042Z
id_11,channel_47,2012-04-20T23:00:09.762Z,2012-04-21T10:27:09.762Z
id_11,channel_48,2012-04-20T23:00:09.762Z,2012-04-21T10:27:09.762Z
id_11,channel_49,2012-04-20T23:00:09.762Z,2012-04-21T10:27:09.762Z
id_11,channel_50,2012-04-20T23:00:52.140Z,2012-04-21T10:27:52.140Z
id_11,channel_51,2012-04-20T23:00:52.140Z,2012-04-21T10:27:52.140Z
id_11,channel_52,2012-04-20T23:00:52.140Z,2012-04-21T10:27:52.140Z
id_12,channel_12,2003-12-31T02:31:45.471Z,2004-01-01T10:24:15.471Z
id_12,channel_13,2003-12-31T02:03:15.471Z,2004-01-01T10:03:15.471Z
id_12,channel_16,2003-12-31T12:22:45.471Z,2004-01-08T12:00:00.000Z
id_12,channel_17,2003-12-31T03:09:15.471Z,2004-01-01T15:04:45.471Z
id_12,channel_18,2003-12-31T05:40:45.471Z,2004-01-01T09:21:15.471Z
id_12,channel_19,2003-12-31T03:09:15.471Z,2004-01-01T09:45:15.471Z
id_12,channel_20,2003-12-31T03:09:15.471Z,2004-01-01T09:48:15.471Z
id_12,channel_24,2003-12-31T12:22:45.471Z,2004-01-08T12:00:00.000Z
id_12,channel_25,2003-12-31T03:09:15.471Z,2004-01-01T09:51:15.471Z
id_12,channel_26,2003-12-31T03:09:15.471Z,2004-01-01T11:16:45.471Z
id_12,channel_27,2003-12-31T04:10:45.471Z,2004-01-01T10:04:45.471Z
id_12,channel_28,2003-12-31T03:34:45.471Z,2004-01-01T09:19:45.471Z
id_12,channel_32,2003-12-31T16:51:15.471Z,2004-01-08T12:00:00.000Z
id_12,channel_33,2003-12-31T13:06:15.471Z,2004-01-08T12:00:00.000Z
id_12,channel_34,2003-12-31T03:09:15.471Z,2004-01-01T10:36:15.471Z
id_12,channel_35,2003-12-31T03:09:15.471Z,2004-01-01T09:54:15.471Z
id_12,channel_36,2003-12-31T04:42:15.471Z,2004-01-01T10:43:45.471Z
id_12,channel_37,2003-12-31T02:55:45.471Z,2004-01-01T10:51:15.471Z
id_12,channel_39,2003-12-31T19:22:45.471Z,2004-01-01T15:00:15.471Z
id_12,channel_40,2003-12-31T14:39:15.471Z,2004-01-08T12:00:00.000Z
id_12,channel_41,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_42,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_43,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_44,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_45,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_46,2003-12-30T20:31:55.191Z,2003-12-30T20:31:55.191Z
id_12,channel_47,2003-12-31T03:09:25.191Z,2004-01-04T00:00:00.000Z
id_12,channel_48,2003-12-31T03:09:25.191Z,2004-01-04T00:00:00.000Z
id_12,channel_49,2003-12-31T03:09:25.191Z,2004-01-04T00:00:00.000Z
id_12,channel_50,2003-12-31T03:10:07.569Z,2004-01-04T00:00:00.000Z
id_12,channel_51,2003-12-31T03:10:07.569Z,2004-01-04T00:00:00.000Z
id_12,channel_52,2003-12-31T03:10:07.569Z,2004-01-04T00:00:00.000Z
id_12,channel_57,2003-12-31T09:47:02.682Z,2004-01-03T01:45:02.682Z
id_12,channel_58,2003-12-31T08:56:32.682Z,2004-01-03T01:56:32.682Z
id_13,channel_12,2003-12-18T14:30:15.474Z,2003-12-19T13:13:45.474Z
id_13,channel_13,2003-12-18T14:30:15.474Z,2003-12-19T13:30:15.474Z
id_13,channel_16,2003-12-19T04:10:45.474Z,2003-12-20T15:01:45.474Z
id_13,channel_17,2003-12-18T16:46:45.474Z,2003-12-19T11:10:45.474Z
id_13,channel_18,2003-12-18T16:22:45.474Z,2003-12-19T10:51:15.474Z
id_13,channel_19,2003-12-18T14:30:15.474Z,2003-12-19T12:12:15.474Z
id_13,channel_20,2003-12-18T14:30:15.474Z,2003-12-19T11:52:45.474Z
id_13,channel_24,2003-12-18T23:46:45.474Z,2003-12-20T04:40:45.474Z
id_13,channel_25,2003-12-18T14:30:15.474Z,2003-12-19T11:07:45.474Z
id_13,channel_26,2003-12-18T14:30:15.474Z,2003-12-19T10:13:45.474Z
id_13,channel_27,2003-12-18T14:30:15.474Z,2003-12-19T11:40:45.474Z
id_13,channel_28,2003-12-18T14:30:15.474Z,2003-12-19T11:27:15.474Z
id_13,channel_32,2003-12-19T00:46:45.474Z,2003-12-20T08:54:15.474Z
id_13,channel_33,2003-12-18T23:40:45.474Z,2003-12-20T09:12:15.474Z
id_13,channel_34,2003-12-18T14:30:15.474Z,2003-12-19T12:28:45.474Z
id_13,channel_35,2003-12-18T14:30:15.474Z,2003-12-19T11:55:45.474Z
id_13,channel_36,2003-12-18T14:30:15.474Z,2003-12-19T12:12:15.474Z
id_13,channel_37,2003-12-18T14:30:15.474Z,2003-12-19T12:52:45.474Z
id_13,channel_40,2003-12-18T22:48:15.474Z,2003-12-19T18:49:45.474Z
id_13,channel_47,2003-12-18T14:30:25.191Z,2003-12-20T11:59:55.191Z
id_13,channel_48,2003-12-18T14:30:25.191Z,2003-12-20T11:59:55.191Z
id_13,channel_49,2003-12-18T14:30:25.191Z,2003-12-20T11:59:55.191Z
id_13,channel_50,2003-12-18T14:31:07.569Z,2003-12-20T11:59:37.569Z
id_13,channel_51,2003-12-18T14:31:07.569Z,2003-12-20T11:59:37.569Z
id_13,channel_52,2003-12-18T14:31:07.569Z,2003-12-20T11:59:37.569Z
id_13,channel_57,2003-12-19T02:16:02.685Z,2003-12-20T14:30:02.685Z
id_13,channel_58,2003-12-19T02:07:32.685Z,2003-12-20T16:04:02.685Z
id_13,channel_59,2003-12-19T02:07:32.685Z,2003-12-20T16:37:02.685Z
id_13,channel_60,2003-12-19T03:05:02.685Z,2003-12-20T18:23:32.685Z
id_14,channel_14,2013-06-30T19:36:39.687Z,2013-07-24T13:05:59.964Z
id_14,channel_15,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_16,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_21,2013-06-30T19:36:39.687Z,2013-07-24T13:05:59.964Z
id_14,channel_22,2013-06-30T19:36:39.687Z,2013-07-24T13:05:59.964Z
id_14,channel_23,2013-06-30T19:36:39.687Z,2013-07-22T02:08:59.964Z
id_14,channel_24,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_29,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_30,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_31,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_32,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_33,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_38,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_39,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_40,2013-06-30T19:36:39.687Z,2013-07-21T13:05:59.964Z
id_14,channel_41,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_42,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_43,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_44,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_45,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_46,2013-06-30T19:36:39.687Z,2013-07-20T16:49:09.684Z
id_14,channel_47,2013-06-30T19:36:39.687Z,2013-07-20T19:25:39.684Z
id_14,channel_48,2013-06-30T19:36:39.687Z,2013-07-20T19:01:09.684Z
id_14,channel_49,2013-06-30T19:36:39.687Z,2013-07-20T19:21:39.684Z
id_14,channel_50,2013-06-30T19:36:39.687Z,2013-07-20T19:57:52.062Z
id_14,channel_51,2013-06-30T19:36:39.687Z,2013-07-20T20:18:52.062Z
id_14,channel_52,2013-06-30T19:36:39.687Z,2013-07-20T19:50:22.059Z
id_15,channel_41,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_41,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_41,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_41,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_42,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_42,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_42,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_42,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_43,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_43,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_43,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_43,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_44,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_44,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_44,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_44,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_45,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_45,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_45,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_45,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_46,2007-04-25T15:00:25.035Z,2007-04-25T15:02:55.035Z
id_15,channel_46,2007-04-25T18:00:25.035Z,2007-04-25T18:02:55.035Z
id_15,channel_46,2007-04-25T21:00:25.035Z,2007-04-25T21:02:55.035Z
id_15,channel_46,2007-04-26T00:00:25.035Z,2007-04-26T00:02:55.035Z
id_15,channel_47,2007-04-25T21:01:55.035Z,2007-04-25T21:13:25.035Z
id_15,channel_47,2007-04-26T00:01:25.035Z,2007-04-26T00:17:55.035Z
id_15,channel_48,2007-04-25T21:02:25.035Z,2007-04-25T21:12:55.035Z
id_15,channel_48,2007-04-26T00:01:55.035Z,2007-04-26T00:11:25.035Z
id_15,channel_49,2007-04-25T21:02:25.035Z,2007-04-25T21:11:25.035Z
id_15,channel_49,2007-04-26T00:02:25.035Z,2007-04-26T00:12:55.035Z
id_15,channel_50,2007-04-25T21:02:07.410Z,2007-04-25T21:09:37.413Z
id_15,channel_50,2007-04-26T00:02:07.410Z,2007-04-26T00:11:07.410Z
id_15,channel_51,2007-04-25T21:00:37.413Z,2007-04-25T21:12:37.413Z
id_15,channel_51,2007-04-26T00:03:37.413Z,2007-04-26T00:11:07.410Z
id_15,channel_52,2007-04-25T21:03:37.413Z,2007-04-25T21:09:37.413Z
id_15,channel_52,2007-04-25T23:57:37.413Z,2007-04-26T00:12:37.413Z
id_16,channel_41,2005-07-07T22:55:07.119Z,2005-07-07T23:42:07.119Z
id_16,channel_42,2005-07-07T22:56:07.119Z,2005-07-07T23:42:07.119Z
id_16,channel_43,2005-07-07T22:55:07.119Z,2005-07-07T23:42:07.119Z
id_16,channel_44,2005-07-07T22:55:07.119Z,2005-07-07T23:42:07.119Z
id_16,channel_45,2005-07-07T22:54:37.119Z,2005-07-07T23:42:07.119Z
id_16,channel_46,2005-07-07T22:55:07.119Z,2005-07-07T23:42:07.119Z
id_16,channel_47,2005-07-07T22:58:07.119Z,2005-07-07T23:49:07.119Z
id_16,channel_48,2005-07-07T22:56:07.119Z,2005-07-08T00:02:37.119Z
id_16,channel_49,2005-07-07T22:55:37.119Z,2005-07-08T00:02:37.119Z
id_16,channel_50,2005-07-07T22:57:49.500Z,2005-07-07T23:50:19.500Z
id_16,channel_51,2005-07-07T22:54:49.500Z,2005-07-08T00:05:19.500Z
id_16,channel_52,2005-07-07T22:57:49.500Z,2005-07-08T00:00:49.500Z
id_17,channel_12,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_12,2005-01-17T03:22:45.423Z,2005-01-17T03:37:45.423Z
id_17,channel_12,2005-01-17T16:39:15.423Z,2005-01-17T17:12:15.423Z
id_17,channel_12,2005-01-18T06:12:15.423Z,2005-01-18T06:49:45.423Z
id_17,channel_12,2005-01-18T19:39:15.423Z,2005-01-18T20:13:45.423Z
id_17,channel_12,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_12,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_13,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_13,2005-01-17T03:04:45.423Z,2005-01-17T03:55:45.423Z
id_17,channel_13,2005-01-17T16:40:45.423Z,2005-01-17T17:13:45.423Z
id_17,channel_13,2005-01-18T06:06:15.423Z,2005-01-18T06:54:15.423Z
id_17,channel_13,2005-01-18T19:39:15.423Z,2005-01-18T20:21:15.423Z
id_17,channel_13,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_13,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_14,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_14,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_14,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_15,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_15,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_15,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_16,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_16,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_16,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_17,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_17,2005-01-17T03:04:45.423Z,2005-01-17T03:57:15.423Z
id_17,channel_17,2005-01-17T16:33:15.423Z,2005-01-17T17:22:45.423Z
id_17,channel_17,2005-01-18T06:03:15.423Z,2005-01-18T06:42:15.423Z
id_17,channel_17,2005-01-18T19:34:45.423Z,2005-01-18T20:21:15.423Z
id_17,channel_17,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_17,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_18,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_18,2005-01-17T03:03:15.423Z,2005-01-17T03:42:15.423Z
id_17,channel_18,2005-01-17T16:52:45.423Z,2005-01-17T17:22:45.423Z
id_17,channel_18,2005-01-18T06:04:45.423Z,2005-01-18T06:51:15.423Z
id_17,channel_18,2005-01-18T19:36:15.423Z,2005-01-18T20:06:15.423Z
id_17,channel_18,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_18,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_19,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_19,2005-01-17T03:01:45.423Z,2005-01-17T03:43:45.423Z
id_17,channel_19,2005-01-17T16:31:45.423Z,2005-01-17T17:15:15.423Z
id_17,channel_19,2005-01-18T06:04:45.423Z,2005-01-18T06:46:45.423Z
id_17,channel_19,2005-01-18T19:37:45.423Z,2005-01-18T20:19:45.423Z
id_17,channel_19,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_19,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
id_17,channel_20,2005-01-16T21:45:00.423Z,2005-01-16T23:59:57.423Z
id_17,channel_20,2005-01-17T03:06:15.423Z,2005-01-17T03:52:45.423Z
id_17,channel_20,2005-01-17T16:31:45.423Z,2005-01-17T17:34:45.423Z
id_17,channel_20,2005-01-18T06:03:15.423Z,2005-01-18T07:06:15.423Z
id_17,channel_20,2005-01-18T19:33:15.423Z,2005-01-18T20:36:15.423Z
id_17,channel_20,2005-01-19T03:45:09.423Z,2005-01-19T06:00:15.423Z
id_17,channel_20,2005-01-19T12:45:00.423Z,2005-01-19T15:00:15.423Z
